protocol,test_table,test_generator,contamination_mode,true_prevalence,valuation_method,metric,n_seeds,mean,std,ci95_low,ci95_high
P1,adult,CTGAN,append,0.2498124531132783,knn_shapley,source_task_value_gap,5,2.6599332986322805e-05,9.734757035717313e-05,-9.4273640438787e-05,0.0001474723064114326
P1,adult,CTGAN,append,0.5,data_oob,real_mean_value,5,0.8181900072095157,0.0148467782319884,0.7997552971895404,0.836624717229491
P1,adult,CTGAN,append,0.5,data_oob,synthetic_mean_value,5,0.8290741039679117,0.0046803473519982895,0.8232626851618471,0.8348855227739763
P1,adult,CTGAN,append,0.5,data_oob,synthetic_negative_value_rate,5,0.0,0.0,0.0,0.0
P1,adult,CTGAN,append,0.5,data_oob,source_task_value_gap,5,-0.01088409675839599,0.017192045472367967,-0.03223084067691732,0.01046264716012534
P1,adult,CTGAN,append,0.5,knn_shapley,real_mean_value,5,0.0007692890059331648,4.074404149461037e-05,0.0007186985964679868,0.0008198794153983428
P1,adult,CTGAN,append,0.5,knn_shapley,synthetic_mean_value,5,0.0007804877497648818,4.64879017047889e-05,0.00072276539586601,0.0008382101036637535
P1,adult,CTGAN,append,0.5,knn_shapley,synthetic_negative_value_rate,5,0.11390574836767478,0.018113529234550594,0.09141483123672192,0.13639666549862764
P1,adult,CTGAN,append,0.5,knn_shapley,source_task_value_gap,5,-1.1198743831716992e-05,8.213962793488655e-05,-0.00011318856266431781,9.079107500088383e-05
P1,adult,CTGAN,append,0.75,data_oob,real_mean_value,5,0.7860366584066535,0.02735716043374744,0.7520682572029849,0.8200050596103221
P1,adult,CTGAN,append,0.75,data_oob,synthetic_mean_value,5,0.837457089595449,0.010890687927154051,0.8239345144806294,0.8509796647102685
P1,adult,CTGAN,append,0.75,data_oob,synthetic_negative_value_rate,5,0.0,0.0,0.0,0.0
