protocol,detector,calibration_policy,quantifier,contamination_mode,metric,n_seeds,mean,std,ci95_low,ci95_high
P1,c2st_lr,target_real_anchor,dys,append,decision_regret,5,0.0006176493635068947,0.00023220913107491463,0.0003293236453969943,0.0009059750816167951
P1,c2st_lr,target_real_anchor,dys,replace,prevalence_absolute_error,5,0.03204033976970376,0.002274206876965651,0.029216538966108093,0.034864140573299424
P1,c2st_lr,target_real_anchor,dys,replace,prevalence_error,5,-0.0028223804595982915,0.0058148025281629144,-0.010042411415482412,0.004397650496285828
P1,c2st_lr,target_real_anchor,dys,replace,decision_regret,5,0.0006909386044346042,0.00027929299708838174,0.00034415054499953193,0.0010377266638696766
P1,c2st_lr,target_real_anchor,emq,append,prevalence_absolute_error,5,0.02170916083899247,0.0016644440380072965,0.019642480599973915,0.023775841078011027
P1,c2st_lr,target_real_anchor,emq,append,prevalence_error,5,0.0019898326050313483,0.007239631934530117,-0.006999357728320969,0.010979022938383666
P1,c2st_lr,target_real_anchor,emq,append,decision_regret,5,0.0006006452813387502,0.0002058005197546909,0.0003451101851477279,0.0008561803775297724
P1,c2st_lr,target_real_anchor,emq,replace,prevalence_absolute_error,5,0.024586465251890746,0.0018155882601302569,0.022332114673725596,0.026840815830055896
P1,c2st_lr,target_real_anchor,emq,replace,prevalence_error,5,0.0005667249046402919,0.006003040915633591,-0.006887034880046097,0.00802048468932668
P1,c2st_lr,target_real_anchor,emq,replace,decision_regret,5,0.0006990921522260493,0.00029139381544990593,0.0003372789422826693,0.0010609053621694292
P1,c2st_lr,target_real_anchor,hdy,append,prevalence_absolute_error,5,0.02222518675293462,0.002206555903564819,0.019485385727454205,0.02496498777841503
P1,c2st_lr,target_real_anchor,hdy,append,prevalence_error,5,0.0007832769466732156,0.008929383244278494,-0.010304016753911318,0.011870570647257748
P1,c2st_lr,target_real_anchor,hdy,append,decision_regret,5,0.0006040560318811227,0.0001919976059414764,0.00036565951684227834,0.000842452546919967
P1,c2st_lr,target_real_anchor,hdy,replace,prevalence_absolute_error,5,0.026310919429673972,0.0025642706605022913,0.02312695686887809,0.029494881990469853
P1,c2st_lr,target_real_anchor,hdy,replace,prevalence_error,5,-0.0020000506073278757,0.00790475738090186,-0.011815103261729194,0.007815002047073444
P1,c2st_lr,target_real_anchor,hdy,replace,decision_regret,5,0.0007023896221336384,0.0002912560686995075,0.00034074744737109776,0.001064031796896179
P1,c2st_lr,target_real_anchor,kdey,append,prevalence_absolute_error,5,0.022339759317249436,0.001254423121209551,0.020782187289129138,0.023897331345369734
P1,c2st_lr,target_real_anchor,kdey,append,prevalence_error,5,-0.004486986799822304,0.007951601907910917,-0.014360204616923652,0.0053862310172790445
P1,c2st_lr,target_real_anchor,kdey,append,decision_regret,5,0.0006014576189289906,0.0002124603595235287,0.0003376532394631968,0.0008652619983947845
P1,c2st_lr,target_real_anchor,kdey,replace,prevalence_absolute_error,5,0.02547063204089592,0.001223352309425532,0.023951639521162804,0.026989624560629033
P1,c2st_lr,target_real_anchor,kdey,replace,prevalence_error,5,-0.005328556419903375,0.007126739794892329,-0.014177572647787257,0.003520459807980508
P1,c2st_lr,target_real_anchor,kdey,replace,decision_regret,5,0.000696808299091371,0.000290991028213503,0.0003354952155583685,0.0010581213826243733
P1,c2st_lr,target_real_anchor,median_sweep,append,prevalence_absolute_error,5,0.02439992583079513,0.0004772500307196622,0.023807341649508883,0.024992510012081377
P1,c2st_lr,target_real_anchor,median_sweep,append,prevalence_error,5,-0.0026308108404727946,0.008211007466534637,-0.012826123200651152,0.007564501519705563
P1,c2st_lr,target_real_anchor,median_sweep,append,decision_regret,5,0.0006167260441572996,0.00019251585146946618,0.0003776860423041203,0.000855766046010479
P1,c2st_lr,target_real_anchor,median_sweep,replace,prevalence_absolute_error,5,0.029724278117250667,0.002410645258773409,0.02673106668699113,0.032717489547510206
P1,c2st_lr,target_real_anchor,median_sweep,replace,prevalence_error,5,-0.005539045373104378,0.007305434082523714,-0.01460993986462482,0.0035318491184160635
P1,c2st_lr,target_real_anchor,median_sweep,replace,decision_regret,5,0.0006948419315728904,0.00029222645976250593,0.00033199485716324593,0.001057689005982535
P1,c2st_lr,target_real_anchor,pacc,append,prevalence_absolute_error,5,0.022182789494482304,0.0017444767170150097,0.02001673555926007,0.024348843429704538
P1,c2st_lr,target_real_anchor,pacc,append,prevalence_error,5,-0.0003038472998282501,0.00846746607323868,-0.010817595078980518,0.010209900479324017
P1,c2st_lr,target_real_anchor,pacc,append,decision_regret,5,0.0006008726507293197,0.00020630206225421223,0.00034471480727307275,0.0008570304941855668
P1,c2st_lr,target_real_anchor,pacc,replace,prevalence_absolute_error,5,0.026296324608973715,0.002086084261233767,0.02370610888458025,0.02888654033336718
P1,c2st_lr,target_real_anchor,pacc,replace,prevalence_error,5,-0.0027990583783117145,0.007560865947932171,-0.012187113421103866,0.006588996664480438
P1,c2st_lr,target_real_anchor,pacc,replace,decision_regret,5,0.0006948419315728904,0.00029222645976250593,0.00033199485716324593,0.001057689005982535
P1,c2st_lr,target_real_anchor,pcc,append,prevalence_absolute_error,5,0.26947942307983996,0.0013567218382515708,0.26779483041770613,0.2711640157419738
P1,c2st_lr,target_real_anchor,pcc,append,prevalence_error,5,0.19613789947269988,0.0011367181813830931,0.19472647743077284,0.19754932151462692
P1,c2st_lr,target_real_anchor,pcc,append,decision_regret,5,0.0006782616286814321,0.0003164442307115879,0.00028534421996756753,0.0010711790373952967
P1,c2st_lr,target_real_anchor,pcc,replace,prevalence_absolute_error,5,0.29351688607820653,0.0015025875289497062,0.29165117723935974,0.2953825949170533
P1,c2st_lr,target_real_anchor,pcc,replace,prevalence_error,5,0.10564579666635368,0.0008819845104484599,0.10455066825275645,0.10674092507995091
P1,c2st_lr,target_real_anchor,pcc,replace,decision_regret,5,0.0007371446141984333,0.0004687579864427814,0.00015510469856194363,0.001319184529834923
P1,c2st_xgb,oracle_target,acc,append,prevalence_absolute_error,5,0.006864369972615074,0.0007751927083115887,0.0059018410950345025,0.007826898850195645
P1,c2st_xgb,oracle_target,acc,append,prevalence_error,5,-0.00041214915186709746,0.0040646459264157865,-0.005459073664143166,0.004634775360408971
P1,c2st_xgb,oracle_target,acc,append,decision_regret,5,0.0006920857149446905,0.0001602048539025903,0.0004931651155163503,0.0008910063143730307
P1,c2st_xgb,oracle_target,acc,replace,prevalence_absolute_error,5,0.008423753528198163,0.0010952098276382776,0.007063870914740764,0.009783636141655562
P1,c2st_xgb,oracle_target,acc,replace,prevalence_error,5,-0.0013993396593236025,0.00404423118810817,-0.006420915926010353,0.0036222366073631472
P1,c2st_xgb,oracle_target,acc,replace,decision_regret,5,0.005734861694331762,0.0017928963202252725,0.003508686880996034,0.00796103650766749
